,resource,consumer,res.method,con.method,res.class,res.order,res.family,res.genus,con.class,con.order,con.family,con.genus,N.records,linkevidence,source.id
Akyazi_2020,Polyphagotarsonemus_latus,Neoseiulus_californicus,order,genus,Arachnida,Trombidiformes,Tarsonemidae_,Polyphagotarsonemus,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus,1,expt,"Akyazi,_R.,_Soysal,_M._&_Altunc,_Y.E._(2020)_Survival_time_and_size_of_Neoseiulus_californicus_(Mesostigmata:_Phytoseiidae)_reared_on_different_prey_species_and_prey_life_stages._Journal_of_Plant_Diseases_and_Protection,_127,_335-340."
Akyazi_2020,Tetranychus_urticae,Neoseiulus_californicus,order,genus,Arachnida,Trombidiformes,Tetranychidae,Tetranychus,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus,1,expt,"Akyazi,_R.,_Soysal,_M._&_Altunc,_Y.E._(2020)_Survival_time_and_size_of_Neoseiulus_californicus_(Mesostigmata:_Phytoseiidae)_reared_on_different_prey_species_and_prey_life_stages._Journal_of_Plant_Diseases_and_Protection,_127,_335-340."
Balog_2008,Lema_melanopus,Aloconota_gregaria,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Lema_melanopus,Philonthus_cognatus,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Lema_melanopus,Staphylinus_caesareus,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Lema_melanopus,Tachyporus_hypnorum,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Lema_melanopus,Tachyporus_chrysomelinus,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Lema_melanopus,Tachyporus_obtusus,family,genus,Insecta,Coleoptera,Chrysomellidae,Lema,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Apomyza,Aloconota_gregaria,family,genus,Insecta,Diptera,Agromyzidae,Apomyza,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Apomyza,Philonthus_cognatus,order,genus,Insecta,Diptera,Agromyzidae,Apomyza,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Apomyza,Staphylinus_caesareus,order,genus,Insecta,Diptera,Agromyzidae,Apomyza,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Apomyza,Tachyporus_hypnorum,order,genus,Insecta,Diptera,Agromyzidae,Apomyza,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Phorbia_secures,Aloconota_gregaria,family,genus,Insecta,Diptera,Anthomyiidae,Phorbia,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Phorbia_secures,Philonthus_cognatus,order,genus,Insecta,Diptera,Anthomyiidae,Phorbia,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Phorbia_secures,Staphylinus_caesareus,order,genus,Insecta,Diptera,Anthomyiidae,Phorbia,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Phorbia_secures,Tachyporus_hypnorum,order,genus,Insecta,Diptera,Anthomyiidae,Phorbia,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Aloconota_gregaria,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Philonthus_cognatus,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Staphylinus_caesareus,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Tachyporus_hypnorum,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Tachyporus_chrysomelinus,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Ropalosiphum_padi,Tachyporus_obtusus,family,genus,Insecta,Hemiptera,Aphididae,Ropalosiphum,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Aloconota_gregaria,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Philonthus_cognatus,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Staphylinus_caesareus,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Tachyporus_hypnorum,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Tachyporus_chrysomelinus,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Sitobion_avenae,Tachyporus_obtusus,family,genus,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Aloconota_gregaria,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Aloconota,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Philonthus_cognatus,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Staphylinus_caesareus,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Staphylinus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Tachyporus_hypnorum,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Tachyporus_chrysomelinus,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2008,Haplothrips,Tachyporus_obtusus,order,genus,Insecta,Thysanoptera,Phlaeothripidae,Haplothrips,Insecta,Coleoptera,Saphylinidae,Tachyporus,1,Experimental,"Balog,_A.,_Markó,_V.,_Szarvas,_P.,_2008._Dominance,_activity_density_and_prey_preferences_of_rove_beetles_(<i>Coleoptera</i>:_<i>Staphylinidae</i>)_in_conventionally_treated_Hungarian_agro-ecosystems._Bulletin_of_Entomological_Research_98,_343-353."
Balog_2013,Acyrthosiphon_pisum,Tachyporus_hypnorum,family,genus,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Insecta,Coleoptera,Staphylinidae,Tachyporus,1,expt,"Balog,_A.,_Mehrparvar,_M._&_Weisser,_W.W._(2013)_Polyphagous_predatory_rove_beetles_(Coleoptera:_Staphylinidae)_induce_winged_morphs_in_the_pea_aphid_Acyrthosiphon_pisum_(Hemiptera:_Aphididae)._European_Journal_of_Entomology,_110,_153-157."
Birkhofer_2008,Aphididae,Xysticus_cristatus,family,family,Insecta,Hemiptera,Aphididae,NA,Arachnida,Araneae,Thomisidae,Xysticus,1,eDNA,"Birkhofer,_K.,_Gavish-Regev,_E.,_Endlweber,_K.,_Lubin,_Y.D.,_von_Berg,_K.,_Wise,_D.H._&_Scheu,_S._(2008)_Cursorial_spiders_retard_initial_aphid_population_growth_at_low_densities_in_winter_wheat._Bulletin_of_Entomological_Research,_98,_249-255."
Birkhofer_2009,Aphididae,Pardosa_palustris,family,family,Insecta,Hemiptera,Aphididae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Birkhofer,_K.,_Gavish-Regev,_E.,_Endlweber,_K.,_Lubin,_Y.D.,_von_Berg,_K.,_Wise,_D.H._&_Scheu,_S._(2008)_Cursorial_spiders_retard_initial_aphid_population_growth_at_low_densities_in_winter_wheat._Bulletin_of_Entomological_Research,_98,_249-255."
Bonato_2021,Mesostigmata,Lithobius_validus,order,family,Arachnida,Mesostigmata,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Opiliones,Lithobius_validus,order,family,Arachnida,Opiliones,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Lithobius_validus,Lithobius_validus,family,family,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Polydesmida,Clinopodes_flavidus,class,family,Diplopoda,Polydesmida,NA,NA,Chilopoda,Geophilomorpha,Geophilidae,Clinopodes,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Geophilomorpha,Clinopodes_flavidus,order,family,Geophilomorpha_,Geophilidae,Clinopodes,NA,Chilopoda,Geophilomorpha,Geophilidae,Clinopodes,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Coleoptera,Clinopodes_flavidus,order,family,Insecta,Coleoptera,NA,NA,Chilopoda,Geophilomorpha,Geophilidae,Clinopodes,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Coleoptera,Eupolybothrus_tridentinus,order,family,Insecta,Coleoptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Eupolybothrus,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Coleoptera,Lithobius_validus,order,family,Insecta,Coleoptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Diptera,Clinopodes_flavidus,order,family,Insecta,Diptera,NA,NA,Chilopoda,Geophilomorpha,Geophilidae,Clinopodes,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Diptera,Lithobius_validus,order,family,Insecta,Diptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Lepidoptera,Eupolybothrus_tridentinus,order,family,Insecta,Lepidoptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Eupolybothrus,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Lepidoptera,Lithobius_validus,order,family,Insecta,Lepidoptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Isopoda,Lithobius_validus,order,family,Malacostraca,Isopoda,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
Bonato_2021,Rhabditida,Clinopodes_flavidus,class,family,Nematoda,Rhabditida,NA,NA,Chilopoda,Geophilomorpha,Geophilidae,Clinopodes,1,eDNA,"Bonato,_L.,_Peretti,_E.,_Sandionigi,_A._&_Bortolin,_F._(2021)_The_diet_of_major_predators_of_forest_soils:_A_first_analysis_on_syntopic_species_of_Chilopoda_through_DNA_metabarcoding._Soil_Biology_&_Biochemistry,_158."
CABI,Medicago_sativa,Acyrthosiphon_pisum,genus,exact,Magnoliopsida,Fabales,Fabeae,Medicago,Insecta,Hemiptera,Aphididae,Acyrthosiphon,1,observation,https://www.cabi.org/isc/datasheet/6196
CABI,Pisum_sativa,Acyrthosiphon_pisum,genus,exact,Magnoliopsida,Fabales,Fabeae,Pisum,Insecta,Hemiptera,Aphididae,Acyrthosiphon,1,observation,https://www.cabi.org/isc/datasheet/6196
CABI,Trifolium,Acyrthosiphon_pisum,genus,exact,Magnoliopsida,Fabales,Fabeae,Trifolium,Insecta,Hemiptera,Aphididae,Acyrthosiphon,1,observation,https://www.cabi.org/isc/datasheet/6196
CABI,Vicia_faba,Sitona_lineatus,genus,exact,Magnoliopsida,Fabales,Fabeae,Vicia,Insecta,Coleoptera,Curculionidae,Sitona,1,observation,https://www.cabi.org/isc/datasheet/50230
CABI,Vicia_faba,Acyrthosiphon_pisum,genus,exact,Magnoliopsida,Fabales,Fabeae,Vicia,Insecta,Hemiptera,Aphididae,Acyrthosiphon,1,observation,https://www.cabi.org/isc/datasheet/6196
CABI,Vicia_faba,Aphis_fabae,genus,exact,Magnoliopsida,Fabales,Fabeae,Vicia,Insecta,Hemiptera,Aphididae,Aphis,1,observation,https://www.cabi.org/isc/datasheet/6196
Castillo_2005,Armadillidium_vulgare,Formicidae,order,family,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Insecta,Hymenoptera,Formicidae,NA,1,observation,"Castillo,_M.E._&_Kight,_S.L._(2005)_Response_of_terrestrial_isopods,_Armadillidium_vulgare_and_Porcellio_laevis_(Isopoda_:_Oniscidea)_to_the_ant_Tetramorium_caespitum:_morphology,_behavior_and_reproductive_success._Invertebrate_Reproduction_&_Development,_47,_183-190."
Castillo_2005,Porcellio_laevis,Formicidae,order,family,Malacostraca,Isopoda,Porcellionidae,Porcellio,Insecta,Hymenoptera,Formicidae,NA,1,observation,"Castillo,_M.E._&_Kight,_S.L._(2005)_Response_of_terrestrial_isopods,_Armadillidium_vulgare_and_Porcellio_laevis_(Isopoda_:_Oniscidea)_to_the_ant_Tetramorium_caespitum:_morphology,_behavior_and_reproductive_success._Invertebrate_Reproduction_&_Development,_47,_183-190."
Doane_1985,Inopus_rubriceps,Insecta,Diptera,Stratiomyidae,Inopus,Staphylinus,Insecta,Coleoptera,Staphylinidae,NA,exact,family,1,observation,"Doane,_J.F.,_Scotti,_P.D.,_Sutherland,_O.R.W._&_Pottinger,_R.P._(1985)_SEROLOGICAL_IDENTIFICATION_OF_WIREWORM_AND_STAPHYLINID_PREDATORS_OF_THE_AUSTRALIAN_SOLDIER_FLY_(INOPUS-RUBRICEPS)_AND_WIREWORM_FEEDING_ON_PLANT_AND_ANIMAL_FOOD._Entomologia_Experimentalis_Et_Applicata,_38,_65-72."
Eitzinger_2011,Lumbricidae,Cantharis,family,genus,Clitellata,Opisthopora,Lumbricidae,NA,Insecta,Coleoptera,Cantharidae,Cantharis,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
Eitzinger_2011,Lumbricidae,Nebria_brevicollis,family,genus,Clitellata,Opisthopora,Lumbricidae,NA,Insecta,Coleoptera,Carabidae,Nebira,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
Eitzinger_2011,Collembola,Cantharis,class,genus,Collembola,NA,NA,NA,Insecta,Coleoptera,Cantharidae,Cantharis,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
Eitzinger_2011,Collembola,Cantharis,class,genus,Collembola,NA,NA,NA,Insecta,Coleoptera,Cantharidae,Cantharis,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
