,resource,consumer,res.method,con.method,res.class,res.order,res.family,res.genus,con.class,con.order,con.family,con.genus,N.records,linkevidence,source.id
Read_2006,Phasmarhabditis_hermaphrodita,Folsomia_candida,class,genus,Nematoda,Rhabditida,Rhabditidae,Phasmarhabditis,Collembola,Entomobryomorpha,Isotomidae,Folsomia,1,eDNA,"Read,_D.S.,_Sheppard,_S.K.,_Bruford,_M.W.,_Glen,_D.M.,_Symondson,_W.O.C.,_2006._Molecular_detection_of_predation_by_soil_micro-arthropods_on_nematodes._Molecular_Ecology_15,_1963-1972."
Read_2006,Steinernema_feltiae,Folsomia_candida,class,order,Nematoda,Rhabditida,Steinernematidae,Steinernema,Arachnida,Mesostigmata,NA,NA,1,eDNA,"Read,_D.S.,_Sheppard,_S.K.,_Bruford,_M.W.,_Glen,_D.M.,_Symondson,_W.O.C.,_2006._Molecular_detection_of_predation_by_soil_micro-arthropods_on_nematodes._Molecular_Ecology_15,_1963-1972."
Read_2006,Steinernema_feltiae,Folsomia_candida,class,genus,Nematoda,Rhabditida,Steinernematidae,Steinernema,Collembola,Entomobryomorpha,Isotomidae,Folsomia,1,eDNA,"Read,_D.S.,_Sheppard,_S.K.,_Bruford,_M.W.,_Glen,_D.M.,_Symondson,_W.O.C.,_2006._Molecular_detection_of_predation_by_soil_micro-arthropods_on_nematodes._Molecular_Ecology_15,_1963-1972."
Ricci_1986,Aphididae,Tytthaspis_sedecimpunctata,,,Insecta,Hemiptera,Aphididae,NA,NA,Coleoptera,Coccinellidae,Tytthaspis,1,Observation,"Ricci,_C.,_Food_Strategy_of Tytthaspis_sedecimpunctata in_Different_Habitats,_in Ecology_of_Aphidophaga,_Ed._by_Hodek,_I._(Academia;_Dordrecht:_Dr._W._Junk,_Prague,_1986),_pp._311–316._31"
Riley_2007,Delia_radicum,Aleochara_bipustulata,family,genus,Insecta,Diptera,Anthomyiidae,Delia,Insecta,Coleoptera,Saphylinidae,Aleochara,1,Experimental,"Riley,_K.J.,_Kuhlmann,_U.,_Mason,_P.G.,_Whistlecraft,_J.,_Donald,_L.J.,_Holliday,_N.J.,_2007._Can_mustard_seed_meal_increase_attacks_by_<i>Aleochara</i>_spp._on_<i>Delia_radicum</i>_in_oilseed_rape?_Biocontrol_Science_and_Technology_17,_273-284."
Riley_2007,Delia_radicum,Aleochara_bilineata,family,genus,Insecta,Diptera,Anthomyiidae,Delia,Insecta,Coleoptera,Saphylinidae,Aleochara,1,Experimental,"Riley,_K.J.,_Kuhlmann,_U.,_Mason,_P.G.,_Whistlecraft,_J.,_Donald,_L.J.,_Holliday,_N.J.,_2007._Can_mustard_seed_meal_increase_attacks_by_<i>Aleochara</i>_spp._on_<i>Delia_radicum</i>_in_oilseed_rape?_Biocontrol_Science_and_Technology_17,_273-284."
Rueda_2023,Meloidogyne_incognita,Macrocheles_scutatus,class,order,Nematoda,Tylenchida,Heteroderidae,Meloidogyne,Arachnida,Mesostigmata,Macrochelidae,Macrocheles,1,eDNA,"Rueda-Ramírez,_D.,_Narberhaus,_A.,_Palevsky,_E.,_Hallmann,_J.,_Ruess,_L.,_2023._Bottom-up_effects_of_nematode_prey_on_soil_predatory_mites_(Acari:_Mesostigmata)._Soil_Biology_and_Biochemistry_185,_109143."
Rueda_2023,Meloidogyne_incognita,Protogamasellopsis_zaheri,class,order,Nematoda,Tylenchida,Heteroderidae,Meloidogyne,Arachnida,Mesostigmata,Rhodacaroidea,Protogamasellopsis,1,eDNA,"Rueda-Ramírez,_D.,_Narberhaus,_A.,_Palevsky,_E.,_Hallmann,_J.,_Ruess,_L.,_2023._Bottom-up_effects_of_nematode_prey_on_soil_predatory_mites_(Acari:_Mesostigmata)._Soil_Biology_and_Biochemistry_185,_109143."
Santoja_2018,Collembola,Lithobiidae,class,family,Collembola,NA,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,NA,1,Observation,"Santonja,_M.,_Aupic-Samain,_A.,_Forey,_E.,_Chauvat,_M.,_2018._Increasing_temperature_and_decreasing_specific_leaf_area_amplify_centipede_predation_impact_on_Collembola._European_Journal_of_Soil_Biology_89,_9-13."
Sereegeeva_1999,Gastropoda,Oligolophus_tridens,class,genus,Gastropoda,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sereegeeva_2000,Gastropoda,Mitopus_morio,class,genus,Gastropoda,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sereegeeva_2001,Gastropoda,Nemastama_lugubre,class,genus,Gastropoda,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sereegeeva_2002,Gastropoda,Lophopilio_palpinalis,class,genus,Gastropoda,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Araneae,Nemastama_lugubre,order,genus,Arachnida,Araneae,NA,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Araneae,Lophopilio_palpinalis,order,genus,Arachnida,Araneae,NA,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Araneae,Mitopus_morio,order,order,Arachnida,Araneae,NA,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Araneae,Oligolophus_tridens,order,order,Arachnida,Araneae,NA,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Opiliones,Nemastama_lugubre,order,genus,Arachnida,Opiliones,NA,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Opiliones,Lophopilio_palpinalis,order,genus,Arachnida,Opiliones,NA,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Opiliones,Mitopus_morio,order,order,Arachnida,Opiliones,NA,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Opiliones,Oligolophus_tridens,order,order,Arachnida,Opiliones,NA,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Lithobiidae,Nemastama_lugubre,family,genus,Chilopoda,Lithobiomorpha,Lithobiidae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Lithobiidae,Lophopilio_palpinalis,family,genus,Chilopoda,Lithobiomorpha,Lithobiidae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Lithobiidae,Mitopus_morio,family,family,Chilopoda,Lithobiomorpha,Lithobiidae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Lithobiidae,Oligolophus_tridens,family,order,Chilopoda,Lithobiomorpha,Lithobiidae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Enchytraeidae,Nemastama_lugubre,order,order,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Enchytraeidae,Lophopilio_palpinalis,order,order,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Enchytraeidae,Mitopus_morio,order,order,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Enchytraeidae,Oligolophus_tridens,order,order,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Collembola,Nemastama_lugubre,class,order,Collembola,NA,NA,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Collembola,Lophopilio_palpinalis,class,order,Collembola,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Collembola,Mitopus_morio,class,order,Collembola,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Collembola,Oligolophus_tridens,class,order,Collembola,NA,NA,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Elateridae,Nemastama_lugubre,family,genus,Insecta,Coleoptera,Elateridae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Elateridae,Lophopilio_palpinalis,family,genus,Insecta,Coleoptera,Elateridae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Elateridae,Mitopus_morio,family,order,Insecta,Coleoptera,Elateridae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Elateridae,Oligolophus_tridens,family,order,Insecta,Coleoptera,Elateridae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Rhagionidae,Nemastama_lugubre,order,genus,Insecta,Diptera,Rhagionidae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Rhagionidae,Lophopilio_palpinalis,order,genus,Insecta,Diptera,Rhagionidae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Rhagionidae,Mitopus_morio,order,order,Insecta,Diptera,Rhagionidae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Rhagionidae,Oligolophus_tridens,order,order,Insecta,Diptera,Rhagionidae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Tipulidae,Nemastama_lugubre,order,genus,Insecta,Diptera,Tipulidae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Tipulidae,Lophopilio_palpinalis,order,genus,Insecta,Diptera,Tipulidae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Tipulidae,Mitopus_morio,order,order,Insecta,Diptera,Tipulidae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Tipulidae,Oligolophus_tridens,order,order,Insecta,Diptera,Tipulidae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Oniscidae,Nemastama_lugubre,order,genus,Malacostraca,Isopoda,Oniscidae,NA,Arachnida,Opiliones,Nemastomatidae,Nemastama,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Oniscidae,Lophopilio_palpinalis,order,genus,Malacostraca,Isopoda,Oniscidae,NA,Arachnida,Opiliones,Phalangiidae,Lophopilio,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Oniscidae,Mitopus_morio,order,genus,Malacostraca,Isopoda,Oniscidae,NA,Arachnida,Opiliones,Phalangiidae,Mitopus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Sergeeva_1999,Oniscidae,Oligolophus_tridens,order,genus,Malacostraca,Isopoda,Oniscidae,NA,Arachnida,Opiliones,Phalangiidae,Oligolophus,1,Experimental,"Sergeeva,_T.K.,_1999._Opiliones_guild:_Structure_and_trophic_relations._Zoologichesky_Zhurnal_78,_1172-1178."
Seymour_1993,Musca_domestica,Oxytelus_sculptus,order,genus,Insecta,Diptera,Muscidae,Musca,Insecta,Coleoptera,Saphylinidae,Oxytelus,1,Observation,"Seymour,_R.C.,_Campbell,_J.B.,_1993._PREDATORS_AND_PARASITOIDS_OF_HOUSE-FLIES_AND_STABLE_FLIES_(DIPTERA,_MUSCIDAE)_IN_CATTLE_CONFINEMENTS_IN_WEST_CENTRAL_NEBRASKA._Environ._Entomol._22,_212-219."
Seymour_1993,Musca_domestica,Philonthus_sordidus,order,genus,Insecta,Diptera,Muscidae,Musca,Insecta,Coleoptera,Saphylinidae,Philonthus,1,Observation,"Seymour,_R.C.,_Campbell,_J.B.,_1993._PREDATORS_AND_PARASITOIDS_OF_HOUSE-FLIES_AND_STABLE_FLIES_(DIPTERA,_MUSCIDAE)_IN_CATTLE_CONFINEMENTS_IN_WEST_CENTRAL_NEBRASKA._Environ._Entomol._22,_212-219."
Sheppard_2004,Lepidoptera,Curinus_coeruleus,order,genus,Insecta,Lepidoptera,NA,NA,Insecta,Coleoptera,Coccinellidae,Curinus,1,eDNA,"Sheppard,_S.K.,_Henneman,_M.L.,_Memmott,_J.,_Symondson,_W.O.C.,_2004._Infiltration_by_alien_predators_into_invertebrate_food_webs_in_Hawaii:_a_molecular_approach._Molecular_Ecology_13,_2077-2088."
Snider_1984,Diplopoda,Pterostichus_melanarius,class,genus,Diplopoda,NA,NA,NA,Insecta,Coleoptera,Carabidae,Pterostichus,1,Exprimental,"Snider,_R.M.,_1984._DIPLOPODA_AS_FOOD_FOR_COLEOPTERA_-_LABORATORY_EXPERIMENTS._Pedobiologia_26,_197-204."
Snider_1984,Diplopoda,Platydracus,class,genus,Diplopoda,NA,NA,NA,Insecta,Coleoptera,Staphylinidae,Platydracus,1,Exprimental,"Snider,_R.M.,_1984._DIPLOPODA_AS_FOOD_FOR_COLEOPTERA_-_LABORATORY_EXPERIMENTS._Pedobiologia_26,_197-204."
Snider_1984,Diplopoda,Staphylinus,class,genus,Diplopoda,NA,NA,NA,Insecta,Coleoptera,Staphylinidae,Staphylinus,1,Exprimental,"Snider,_R.M.,_1984._DIPLOPODA_AS_FOOD_FOR_COLEOPTERA_-_LABORATORY_EXPERIMENTS._Pedobiologia_26,_197-204."
Symondson_1993,Gastropoda,Abax_parallelepipedus,class,genus,Gastropoda,NA,NA,NA,Insecta,Coleoptera,Carabidae,Abax,2,ELISA,"Symondson,_W.O.C.,_Liddell,_J.E.,_1993._The_Detection_of_Predation_by_Abax-Parallelepipedus_and_Pterostichus-Madidus_(Coleoptera,_Carabidae)_on_Mollusca_Using_a_Quantitative_Elisa._Bulletin_of_Entomological_Research_83,_641-647."
Symondson_1993,Gastropoda,Pterostichus_madidus,class,genus,Gastropoda,NA,NA,NA,Insecta,Coleoptera,Carabidae,Pterostichus,3,ELISA,"Symondson,_W.O.C.,_Liddell,_J.E.,_1993._The_Detection_of_Predation_by_Abax-Parallelepipedus_and_Pterostichus-Madidus_(Coleoptera,_Carabidae)_on_Mollusca_Using_a_Quantitative_Elisa._Bulletin_of_Entomological_Research_83,_641-647."
Symondson_2000,Lumbricidae,Pterostichus_melanarius,orider,genus,Clitellata,Opisthopora,Lumbricidae,NA,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_Glen,_D.M.,_Erickson,_M.L.,_Liddell,_J.E.,_Langdon,_C.J.,_2000._Do_earthworms_help_to_sustain_the_slug_predator_Pterostichus_melanarius_(Coleoptera_:_Carabidae)_within_crops?_Investigations_using_monoclonal_antibodies._Molecular_Ecology_9,_1279-1292."
Syondson_1997,Arion_distinctus,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Arionidae,Arion,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_1997._Does_Tandonia_budapestenis_(Mollusca_:_Pulmonata)_contain_toxins?_evidence_from_feeding_trials_with_the_slug_predator_Pterostichus_melanarius_(Coleoptera_:_Carabidae)._Journal_of_Molluscan_Studies_63,_541-545."
Syondson_1997,Deroceras_reticulatum,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_1997._Does_Tandonia_budapestenis_(Mollusca_:_Pulmonata)_contain_toxins?_evidence_from_feeding_trials_with_the_slug_predator_Pterostichus_melanarius_(Coleoptera_:_Carabidae)._Journal_of_Molluscan_Studies_63,_541-545."
Syondson_1997,Calliphora_vomitoria,Pterostichus_melanarius,order,genus,Insecta,Diptera,Calliphoridae,Calliphora,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_1997._Does_Tandonia_budapestenis_(Mollusca_:_Pulmonata)_contain_toxins?_evidence_from_feeding_trials_with_the_slug_predator_Pterostichus_melanarius_(Coleoptera_:_Carabidae)._Journal_of_Molluscan_Studies_63,_541-545."
Syondson_2006,Deroceras_reticulatum,Pterostichus_melanarius,class,genus,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_Cesarini,_S.,_Dodd,_P.W.,_Harper,_G.L.,_Bruford,_M.W.,_Glen,_D.M.,_Wiltshire,_C.W.,_Harwood,_J.D.,_2006._Biodiversity_vs._biocontrol:_positive_and_negative_effects_of_alternative_prey_on_control_of_slugs_by_carabid_beetles._Bulletin_of_Entomological_Research_96,_637-645."
Syondson_2006,Calliphora_vomitoria,Pterostichus_melanarius,order,genus,Insecta,Diptera,Calliphoridae,Calliphora,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Symondson,_W.O.C.,_Cesarini,_S.,_Dodd,_P.W.,_Harper,_G.L.,_Bruford,_M.W.,_Glen,_D.M.,_Wiltshire,_C.W.,_Harwood,_J.D.,_2006._Biodiversity_vs._biocontrol:_positive_and_negative_effects_of_alternative_prey_on_control_of_slugs_by_carabid_beetles._Bulletin_of_Entomological_Research_96,_637-645."
Tenhumberg_1995,Aphididae,Episyrphus_balteatus,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Diptera,Syrphidae,Episyrphus,1,Observation,"Tenhumberg,_B.,_1995._ESTIMATING_PREDATORY_EFFICIENCY_OF_EPISYRPHUS-BALTEATUS_(DIPTERA,_SYRPHIDAE)_IN_CEREAL_FIELDS._Environ._Entomol._24,_687-691."
Tomlin_1985,Delia_antigua,Aleochara_bilineata,family,genus,Insecta,Diptera,Anthomyiidae,Delia,Insecta,Coleoptera,Saphylinidae,Aleochara,1,Experimental,"Tomlin,_A.D.,_Miller,_J.J.,_Harris,_C.R.,_Tolman,_J.H.,_1985._ARTHROPOD_PARASITOIDS_AND_PREDATORS_OF_THE_ONION_MAGGOT_(DIPTERA,_ANTHOMYIIDAE)_IN_SOUTHWESTERN_ONTARIO._Journal_of_Economic_Entomology_78,_975-981."
Walter_1989,Nematoda,Geolaelaps_oreithyiae,class,family,Nematoda,NA,NA,NA,Arachnida,Mesostigmata,Laelapidae,Geolaelaps,1,Experimental,"Walter,_D.E.,_Oliver,_J.H.,_1989._GEOLAELAPS-OREITHYIAE,_N-SP_(ACARI,_LAELAPIDAE),_A_THELYTOKOUS_PREDATOR_OF_ARTHROPODS_AND_NEMATODES,_AND_A_DISCUSSION_OF_CLONAL_REPRODUCTION_IN_THE_MESOSTIGMATA._Acarologia_30,_293-303."
Winder_1994,Sitobion_avenae,Tachyporus,family,family,Insecta,Hemiptera,Aphididae,Sitobion,Insecta,Coleoptera,Staphylinidae,Tachyporus,1,Observation,"Winder,_L.,_Hirst,_D.J.,_Carter,_N.,_Wratten,_S.D.,_Sopp,_P.I.,_1994._ESTIMATING_PREDATION_OF_THE_GRAIN_APHID_SITOBION-AVENAE_BY_POLYPHAGOUS_PREDATORS._J._Appl._Ecol._31,_1-12."
Winder_2005,Aphididae,Pterostichus_melanarius,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Winder,_L.,_Alexander,_C.J.,_Holland,_J.M.,_Symondson,_W.O.C.,_Perry,_J.,_Woolley,_C.,_2005._Predatory_activity_and_spatial_pattern:_the_response_of_generalist_carabids_to_their_aphid_prey._Journal_of_Animal_Ecology_74,_443-454."
Winder_2005,Aphididae,Pterostichus_madidus,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Coleoptera,Carabidae,Pterostichus,1,ELISA,"Winder,_L.,_Alexander,_C.J.,_Holland,_J.M.,_Symondson,_W.O.C.,_Perry,_J.,_Woolley,_C.,_2005._Predatory_activity_and_spatial_pattern:_the_response_of_generalist_carabids_to_their_aphid_prey._Journal_of_Animal_Ecology_74,_443-454."
Zaidi-1999,Culicidae,Poecilus_cupreus,order,genus,Insecta,Diptera,Culicidae,NA,Insecta,Coleoptera,Carabidae,Poecilus,1,ELISA,"Zaidi,_R.H.,_Jaal,_Z.,_Hawkes,_N.J.,_Hemingway,_J.,_Symondson,_W.O.C.,_1999._Can_multiple-copy_sequences_of_prey_DNA_be_detected_amongst_the_gut_contents_of_invertebrate_predators?_Molecular_Ecology_8,_2081-2087."
Woodcock_2011,Cicadellidae,Linyphia_triangularis,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Linyphiidae,Linyphia,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
Woodcock_2011,Cicadellidae,Alopecosa_pulverulenta,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Lycosidae,Alopecosa,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
Woodcock_2011,Cicadellidae,Pardosa_agricola,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
Woodcock_2011,Cicadellidae,Pardosa_palustris,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
Woodcock_2011,Cicadellidae,Meta_menagei,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Tetragnathidae,Meta,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
Woodcock_2011,Cicadellidae,Tetragnatha_extensa,family,family,Insecta,Hemiptera,Cicadellidae,NA,Arachnida,Araneae,Tetragnathidae,Tetragnatha,1,Experimental,"Woodcock,_B.A.,_Heard,_M.S.,_2011._Disentangling_the_effects_of_predator_hunting_mode_and_habitat_domain_on_the_top-down_control_of_insect_herbivores._Journal_of_Animal_Ecology_80,_495–503."
